ID,NeuronClass,maG,vmG,vaG,lG3,lG4,lGx,vpG1,vpG2,mdGx,mdG1,mdG2,mdG3,mdG4,mdG5,mdG6,dlG,dG
417,MC,0.00,0.00,296.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
418,MC,0.00,0.00,219.21,0.00,0.00,8.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
419,MC,0.00,0.00,254.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
420,MC,0.00,1.00,179.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
421,MC,0.00,0.00,2.88,0.00,0.00,0.00,214.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
422,MC,166.79,2.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
423,MC,285.91,4.44,1.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
424,MC,216.03,65.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
425,MC,189.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
426,MC,0.00,273.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
428,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121.13
429,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,239.72,0.00,0.00,0.00,1.63,0.00,0.00,0.00
430,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,213.55
434,MC,51.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
435,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.27
438,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,184.84
439,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,269.49
440,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216.69
441,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163.86
442,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.07,0.00,16.53,0.00,233.92,0.00,0.00,0.00,0.00
444,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,186.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00
445,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00
451,MC,0.00,0.00,226.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
452,MC,1.49,62.73,104.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
453,MC,0.00,0.00,126.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
454,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154.27
455,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155.38
456,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,243.65
457,MC,0.00,310.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.44
458,MC,0.00,168.49,12.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
459,MC,0.00,135.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
460,MC,0.00,191.94,72.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
461,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,222.22
462,MC,0.00,0.00,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,223.94
463,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,198.08
468,MC,0.00,173.78,20.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
469,MC,0.00,48.70,383.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
470,MC,0.00,130.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
471,MC,0.00,12.18,163.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
474,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.84,0.00,0.00,0.00,103.97,3.90,0.00,0.00
475,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,351.29
485,MC,0.00,29.50,126.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
486,MC,0.00,0.00,253.69,0.00,0.00,3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
487,MC,0.00,0.00,0.00,0.00,12.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151.70
489,MC,0.00,0.00,0.00,0.00,17.55,169.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
492,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253.76,0.00,1.01,0.00,8.50,0.00,0.00,0.00,0.00
493,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.38,0.00,22.02,0.00,303.22,0.00,0.00,0.00,0.00
495,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,209.82,0.00,0.00,0.00,0.00,0.00
497,MC,0.00,0.00,0.00,0.00,165.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.21,0.00
499,MC,0.00,0.00,0.00,0.00,17.48,243.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
501,MC,0.00,29.00,290.24,0.00,0.00,2.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
502,MC,0.00,0.00,0.00,0.00,10.41,211.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
503,MC,0.00,0.00,0.00,0.00,0.00,66.30,28.78,6.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
505,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,383.98
506,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,173.76,0.00
509,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
510,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,186.61,0.00,0.00,0.00,0.00,0.00
511,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.51,0.00,0.00,0.00,35.24,0.00,0.00,0.00,0.00
514,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,183.47
515,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.66
516,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.32
517,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196.66,0.00,0.00,0.00,0.00,0.00
519,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,341.22
520,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.50
522,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.02,0.00,5.53,0.00,11.29,0.00,0.00,0.00,0.00
524,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.90
525,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,293.91,0.00
526,MC,0.00,0.00,0.00,0.00,177.54,9.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
527,MC,0.00,0.00,0.00,0.00,31.39,281.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
528,MC,0.00,0.00,0.00,1.36,1.26,214.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
529,MC,0.00,0.46,175.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
530,MC,0.00,0.00,45.38,0.00,28.19,47.12,2.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.15,0.00
531,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185.56
533,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.26
535,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.29,0.00
536,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.05,0.00
537,MC,200.33,30.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
538,MC,3.14,378.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
539,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,417.26,16.89,0.00,0.00
540,MC,0.00,220.94,7.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
541,MC,0.48,204.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
546,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.71,0.00,0.00,0.00,334.56,1.47,0.00,0.00
547,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.24,0.00,0.00,0.00,0.93,0.00,0.00,0.00
552,MC,0.00,351.19,4.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
553,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164.83
554,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,149.99
555,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.96
561,MC,0.00,42.56,175.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
562,MC,0.00,235.72,14.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
563,MC,0.00,42.23,111.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
564,MC,0.00,0.00,214.83,0.00,0.00,6.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
565,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,287.66,0.00
567,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.81,0.00
568,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.29,0.00,253.49,0.00,58.05,0.00,0.00,0.00,0.00
569,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.93,0.00
570,MC,0.00,0.00,0.00,0.00,193.60,104.88,7.61,19.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
571,MC,0.00,0.00,0.00,0.00,195.48,5.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
574,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,334.78,0.00,4.77,0.00,31.28,0.00,0.00,0.00,0.00
577,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,263.43,0.00
578,MC,0.00,0.00,0.00,0.00,155.63,1.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
579,MC,0.00,0.00,0.00,0.00,307.08,23.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.95
580,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,284.96,1.93,1.37,0.00,0.00,2.62,0.00
581,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196.08,0.00
582,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,198.40,0.00
583,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,214.06,0.00
584,MC,0.00,0.00,0.00,7.21,12.53,143.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00
585,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.06,0.00
586,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,193.51,0.00
587,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195.08,0.00
588,MC,0.00,0.00,0.00,0.00,2.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138.04,0.00
589,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.86,0.00
590,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,262.78,0.00
591,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.60,0.00
592,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.29,0.00
593,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.14,0.00
594,MC,0.00,0.00,0.00,0.00,246.11,1.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
595,MC,0.00,0.00,0.00,10.97,10.83,120.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
596,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.38,0.00
597,MC,0.00,0.00,0.00,0.00,175.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
598,MC,0.00,0.00,0.00,2.28,0.00,235.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
599,MC,0.00,0.00,0.00,0.00,0.00,61.73,1.37,147.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
600,MC,0.00,0.00,0.00,0.00,0.00,1.78,298.42,24.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
601,MC,0.00,0.00,0.00,0.10,0.00,159.29,6.25,42.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
603,MC,0.00,0.00,0.00,0.00,28.09,183.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
604,MC,0.00,0.00,0.00,0.00,3.00,134.09,0.00,13.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
605,MC,0.00,0.00,0.00,3.59,22.45,162.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
606,MC,101.77,5.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
609,MC,0.00,5.54,154.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
611,MC,0.00,312.78,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
612,MC,0.00,223.14,62.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
613,MC,0.00,140.22,19.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
619,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,214.59,0.00
622,MC,0.00,0.00,0.00,0.00,8.30,186.47,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
623,MC,0.00,0.00,0.00,0.00,0.00,165.27,0.00,10.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
624,MC,0.00,0.00,0.00,0.00,0.00,183.52,119.45,5.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
627,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.13,0.00
628,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,183.00,0.00
629,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,153.89,0.00
630,MC,0.00,0.00,0.00,0.00,3.88,223.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
631,MC,0.00,0.00,0.00,0.00,0.00,190.42,0.00,16.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
632,MC,0.00,0.00,9.63,0.00,0.00,46.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
633,MC,0.00,0.00,17.94,0.00,0.00,71.51,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
634,MC,0.00,0.00,0.00,22.51,0.00,33.03,68.51,187.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
635,MC,0.00,176.95,4.71,0.00,0.00,0.00,8.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
636,MC,0.00,16.67,208.80,0.00,0.00,0.00,26.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
637,MC,0.00,0.00,63.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.81
638,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.21,0.00,50.87,0.00,217.12,0.00,0.00,0.00,0.00
639,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75,0.00,32.88,0.00,5.50,0.00,0.00,0.00,0.00
640,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.11,0.00,289.42,0.00,0.00,0.00,0.00,0.00,0.00
641,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.53,0.00
642,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,326.57,0.00
644,MC,0.00,0.00,0.00,0.00,157.30,33.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
645,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,152.81,0.00
646,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.68,0.00,0.00,0.00,0.00,0.00,0.00,1.19,157.77
651,MC,0.00,0.00,0.00,0.00,0.00,77.49,126.83,71.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
653,MC,0.00,0.00,0.00,12.68,20.01,390.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
654,MC,0.00,0.00,0.00,383.93,0.00,177.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
656,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266.73,0.00
657,MC,0.00,0.00,0.00,0.00,0.00,243.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
658,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,322.04,0.00
659,MC,0.00,0.00,0.00,3.47,0.00,309.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00
660,MC,0.00,0.00,0.00,206.40,0.00,100.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
661,MC,0.00,0.00,0.00,0.00,0.00,40.40,8.68,460.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
662,MC,0.00,0.00,0.00,0.00,0.00,154.47,29.68,84.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
663,MC,0.00,0.00,0.00,0.00,0.00,158.67,35.98,143.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
664,MC,0.00,0.00,0.00,0.00,3.06,130.66,0.00,109.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
665,MC,0.00,0.00,0.00,0.00,0.00,0.00,243.54,7.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
666,MC,0.00,0.00,0.00,0.00,0.00,0.00,70.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
667,MC,0.00,0.00,27.22,0.00,0.00,62.10,107.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
669,MC,0.00,0.00,0.00,0.00,0.00,0.00,299.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
670,MC,0.00,0.00,0.00,0.00,0.00,0.00,244.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
671,MC,0.00,0.00,18.58,0.00,25.85,116.80,170.41,34.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
672,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.75,0.00
