ID,NeuronClass,maG,vmG,vaG,lG3,lG4,lGx,vpG1,vpG2,mdGx,mdG1,mdG2,mdG3,mdG4,mdG5,mdG6,dlG,dG
673,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,232.23,0.00
674,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.42,0.00
675,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,395.02,0.00
676,MC,0.00,0.00,0.00,488.24,0.00,174.68,0.00,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
677,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,204.23,0.00
678,MC,0.00,0.00,0.00,0.00,0.00,92.18,0.00,64.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
679,MC,0.00,0.00,0.00,0.94,2.95,135.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
680,MC,0.00,0.00,0.00,3.47,0.00,173.34,0.00,66.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
681,MC,0.00,0.00,0.00,0.00,0.00,0.00,4.79,42.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
682,MC,0.00,0.00,0.00,0.00,0.00,0.00,113.03,4.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
683,MC,0.00,0.00,0.00,0.00,0.00,2.34,11.79,465.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
684,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.74,0.00
685,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178.92,0.00,0.00,0.00,0.00,0.00,0.00
686,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.59,0.00,0.00,0.00,0.00,0.00
687,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.11,0.00,0.00,0.00,0.00,0.00
688,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.42,2.20,0.00,0.00,0.00,0.00,0.00
689,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.08,0.00
690,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.75,0.00,0.00,0.00,0.00,0.00,0.00
691,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.03
692,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.26,7.84,0.30,0.00,0.00,0.00,0.00
693,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.79,0.00,0.00,0.00,0.00,31.70,0.00
694,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.88,0.00,0.00,0.00,0.00,53.35,0.00
695,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,274.62,0.91,0.10,0.00,0.00,0.00,0.00
696,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.87,0.00
697,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,183.16,0.00
698,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178.70,0.00,0.00,0.00,0.00,0.00
700,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.39,0.00,0.00,0.00,0.00,0.00,0.00
701,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,199.47,0.00,0.00,0.00,0.00,0.00,0.00
702,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,272.09,0.00,0.00,0.00,0.00,0.00,0.00
703,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,261.53,0.00
704,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,211.67,0.00
706,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.90,0.00
707,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155.86,0.00
708,MC,0.00,0.00,0.00,3.18,10.08,77.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.71,0.00
709,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,186.65,0.00
710,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.93,0.00
711,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.62,0.00
712,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122.08,0.00,0.00,0.00,0.00,0.00
713,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.73,196.70,0.00,24.33,20.89,0.00,0.00,0.00,0.00
714,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168.80,0.00,0.00,0.00,0.00,0.00
716,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.30,0.00,0.00,0.00,0.00,0.00
718,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,292.77,0.00
719,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.50,0.00
720,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,286.80,0.00
721,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,323.40,0.00
722,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196.84,0.00
727,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.93,0.00
728,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,148.61,0.00
729,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,173.15,0.00
736,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,171.38,0.00
737,MC,0.00,0.00,0.00,323.32,0.00,147.58,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
738,MC,0.00,0.00,0.00,278.57,0.00,119.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
739,MC,0.00,0.00,0.00,394.71,0.00,106.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
740,MC,0.00,0.00,0.00,229.33,0.00,56.54,0.00,53.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
744,MC,0.00,0.00,0.00,0.00,0.00,32.18,7.35,164.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
746,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170.45,0.00,0.00,0.00,0.00,0.00
747,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.88,17.71,0.00,0.00,0.00,0.00,0.00
748,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.48,0.00,243.73,1.81,5.29,0.00,0.00,0.00,0.00
749,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,254.04,0.00,0.00,0.00,0.00,0.00,0.00
750,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,263.04,0.00,0.00,0.00,0.00,0.00
752,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123.53,0.00
753,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.49,0.00
754,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.80,0.00
756,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,158.84,0.00
757,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111.10,0.00
758,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,203.02,0.00
759,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.42,0.00
760,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,326.65,0.00
761,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.88,0.00
763,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.71,0.00
764,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,19.43,24.84,0.00,0.00,0.00,5.72,0.00
768,MC,0.00,0.00,0.00,10.30,0.00,56.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.77,0.00
769,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.55,0.00
770,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.60,0.00
771,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.68,265.93
772,MC,0.00,0.00,0.00,0.00,0.00,17.55,0.00,41.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
773,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.78,0.00
774,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.67,0.00
775,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.01,0.00
776,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,275.14,0.00
777,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.31
778,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.80,0.00
779,MC,0.00,0.00,0.00,0.00,0.00,0.00,6.73,27.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.37,0.00
780,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178.21,0.00
781,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,246.90,0.00
782,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331.60,0.00
783,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.14,0.00
784,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.03,0.00
785,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,232.60,0.00
787,MC,0.00,0.00,0.00,0.00,1.56,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.90,0.00
788,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.29,51.36,13.83,0.00,0.00,0.00,0.00
798,MC,23.14,70.01,13.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
806,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,346.88,0.00
809,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.50,0.00
810,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00
811,MC,0.00,0.00,0.00,0.44,0.00,267.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
813,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111.19,0.00
814,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,235.74,5.20,0.00,0.00
815,MC,0.00,0.00,0.00,22.11,0.00,0.00,0.00,9.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.47,0.00
816,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,395.40,0.00
817,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.90,0.00
818,MC,0.00,0.00,0.00,21.42,0.00,15.78,0.00,4.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.12,0.00
819,MC,0.00,0.00,0.00,400.54,0.00,131.15,0.00,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
820,MC,0.00,0.00,0.00,174.31,0.00,110.75,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
821,MC,0.00,0.00,0.00,0.00,0.00,43.45,20.98,143.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
822,MC,0.00,3.62,0.00,0.00,0.00,0.00,569.57,11.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
823,MC,0.00,0.00,143.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
824,MC,0.00,0.00,1.60,0.00,0.00,0.00,422.92,21.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
851,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,187.62,0.00
853,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123.85,0.00
861,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.97,0.00
862,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128.31,0.00
863,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.23,0.00
864,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151.06,0.00
869,MC,0.00,0.00,0.00,4.50,0.00,64.22,0.00,46.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
874,MC,0.00,0.00,0.00,0.00,0.00,34.29,0.00,58.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
876,MC,0.00,0.00,0.00,0.00,0.00,1.79,0.00,155.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
887,MC,0.00,0.00,0.00,4.10,0.00,169.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
888,MC,0.00,0.00,0.00,0.10,10.80,171.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
892,MC,0.00,0.00,0.00,3.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.36,0.00
893,MC,0.00,0.00,0.00,23.11,0.00,13.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.76,0.00
895,MC,0.00,0.00,0.00,0.78,0.00,34.93,0.00,72.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
897,MC,0.00,0.00,0.00,0.00,0.00,0.40,0.00,81.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898,MC,0.00,0.00,0.00,199.42,0.00,81.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
920,MC,0.00,8.46,179.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
922,MC,0.00,12.90,132.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
925,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.19
927,MC,0.00,0.00,0.00,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.23,0.00
937,MC,0.00,0.00,0.00,0.00,0.00,0.00,378.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
939,MC,0.00,0.00,0.00,0.00,0.00,11.31,35.38,213.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
941,MC,0.00,0.00,0.10,0.00,0.00,72.30,30.87,7.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
943,MC,0.00,0.00,0.00,0.00,0.00,0.00,266.49,11.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
945,MC,0.00,0.00,0.00,0.00,0.00,0.00,243.37,27.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
947,MC,0.00,0.00,0.00,17.55,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.28,0.00
949,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
951,MC,0.00,0.00,0.00,8.95,0.00,2.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.94,0.00
953,MC,0.00,0.00,0.00,0.00,0.00,0.00,5.53,102.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
955,MC,0.00,0.00,0.00,0.00,0.00,15.76,22.96,135.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
957,MC,0.00,0.00,0.00,0.00,0.00,6.46,14.72,159.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
959,MC,0.00,0.00,0.00,0.00,0.00,16.84,12.73,173.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
961,MC,0.00,0.00,0.00,0.00,0.00,0.00,1.20,166.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
963,MC,0.00,0.00,0.00,0.00,0.00,56.29,32.74,243.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
965,MC,0.00,0.00,0.00,0.00,0.00,0.00,3.24,63.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
967,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
969,MC,0.00,0.00,0.00,0.00,0.00,2.09,8.31,113.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
971,MC,0.00,0.00,0.00,0.00,0.00,44.61,27.37,218.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
973,MC,0.00,0.00,0.00,0.00,0.00,0.00,303.16,13.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
975,MC,0.00,0.00,0.00,0.00,0.00,138.66,24.19,197.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
977,MC,0.00,0.00,0.00,0.00,0.00,0.00,23.29,108.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
979,MC,0.00,0.00,0.00,0.00,0.00,0.00,459.28,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
981,MC,0.00,0.00,0.00,0.00,0.00,2.60,58.07,179.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
983,MC,0.00,0.00,0.00,0.00,0.00,0.00,197.07,13.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
985,MC,0.00,0.00,0.60,0.00,0.00,0.00,170.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
989,MC,0.00,0.00,0.00,0.00,1.51,149.63,0.00,26.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
991,MC,0.00,0.00,0.00,0.00,0.00,73.83,0.00,26.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993,MC,0.00,0.00,0.00,0.00,0.00,1.51,5.30,68.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
995,MC,0.00,0.00,0.00,0.00,0.00,0.00,2.26,108.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
997,MC,0.00,0.00,0.00,0.00,0.00,2.95,0.54,112.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
999,MC,0.00,0.00,0.00,0.00,0.00,69.58,1.49,96.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1001,MC,0.00,0.00,0.00,0.00,0.00,41.91,0.00,90.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1003,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1005,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1007,MC,0.00,0.00,0.00,0.00,0.00,131.38,0.00,69.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1009,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.41,160.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1011,MC,0.00,0.00,0.00,0.00,0.00,21.53,5.77,159.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1013,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1014,MC,0.00,0.00,0.00,0.00,0.00,24.65,0.00,169.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1016,MC,0.00,0.00,0.00,0.00,0.00,0.00,8.72,115.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1018,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1020,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1022,MC,0.00,0.00,0.00,0.00,0.00,31.18,0.00,70.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1024,MC,0.00,0.00,0.00,0.00,0.00,0.00,18.62,136.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1026,MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
