ID,NeuronClass,maG,vmG,vaG,lG3,lG4,lGx,vpG1,vpG2,mdGx,mdG1,mdG2,mdG3,mdG4,mdG5,mdG6,dlG,dG
1140,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1170,IN2,0.00,0.00,6.32,45.35,1.48,173.91,43.30,0.00,0.00,7.11,0.00,0.00,0.00,2.30,0.00,137.99,0.00
1172,IN2,3.79,173.01,66.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.95
1178,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.60,4.12,59.33,24.09,8.23,35.52,221.98,4.16,0.00
1183,IN2,15.81,24.35,34.70,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.15,278.39
1184,IN2,0.00,0.00,0.00,0.00,0.00,0.00,273.23,45.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1195,IN2,0.00,0.00,0.00,0.00,1.85,55.95,92.22,215.15,0.00,0.91,0.00,0.00,0.00,0.00,0.00,9.24,0.00
1204,IN2,0.00,0.00,0.00,74.36,0.00,50.13,204.65,132.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.84,0.00
1206,IN2,0.00,100.69,0.00,11.34,1.41,252.30,40.60,67.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1234,IN2,0.00,0.00,8.90,17.62,0.00,36.49,149.58,132.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.58
1236,IN2,0.00,0.00,0.00,0.00,0.00,7.47,0.60,104.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,148.56,0.00
1241,IN2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1244,IN2,0.00,0.00,0.00,0.00,0.00,8.19,18.29,191.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1253,IN2,0.00,93.99,0.00,0.00,0.00,0.00,118.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1276,IN2,0.00,0.00,1.09,0.00,0.00,12.71,273.64,29.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1280,IN2,0.00,0.00,0.00,0.00,0.00,42.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,158.85,0.00
1285,IN2,0.00,21.22,203.39,0.00,0.00,0.00,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.49
168,IN3,208.08,68.55,107.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,100.40
337,IN3,4.29,18.32,2.27,0.00,0.00,0.00,37.62,0.00,18.69,21.35,9.76,22.46,30.27,28.04,88.59,0.00,0.00
338,IN3,0.00,35.37,71.99,48.66,38.48,150.01,28.25,13.62,29.39,52.14,16.47,31.49,48.03,50.08,83.60,104.03,0.00
339,IN3,0.00,0.00,0.00,0.00,0.00,0.00,5.81,0.00,17.89,24.01,0.00,0.00,17.52,22.40,113.22,7.16,0.00
340,IN3,0.00,0.00,0.00,0.00,0.00,11.52,16.69,0.00,85.68,116.05,31.99,39.78,18.76,49.82,63.47,0.00,27.65
341,IN3,11.31,167.16,58.74,0.00,4.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.44,184.81
345,IN3,163.60,153.95,119.41,0.00,0.00,0.00,9.02,0.00,0.00,44.32,0.00,27.35,0.00,7.02,0.00,0.00,266.41
353,IN3,35.93,239.85,220.54,0.00,103.72,41.49,78.97,0.00,42.74,15.52,21.95,6.17,17.15,0.00,0.00,69.07,119.70
385,IN3,0.00,0.00,27.61,58.22,24.41,99.73,56.69,13.31,30.69,3.33,14.76,8.70,0.20,23.36,7.74,26.13,0.00
393,IN3,57.78,37.61,75.95,21.61,118.18,135.77,29.90,23.91,86.11,15.55,64.31,12.97,33.30,0.00,0.00,90.62,293.61
394,IN3,126.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,0.00,0.00,0.00,132.38,285.84
395,IN3,0.00,0.00,0.00,0.00,69.51,26.52,0.00,0.00,0.00,0.00,33.11,0.00,0.00,0.00,0.00,76.95,45.77
431,IN3,120.58,162.53,88.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179.92
436,IN3,152.02,20.31,43.90,0.00,51.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,272.68
466,IN3,57.37,291.67,107.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
473,IN3,64.16,157.80,12.15,0.00,61.11,22.09,0.00,0.00,0.00,0.00,0.00,8.79,0.00,0.00,0.00,209.13,197.56
479,IN3,0.00,9.38,64.79,0.00,0.00,7.47,0.00,0.00,61.15,1.88,23.87,0.00,10.05,103.32,6.14,102.86,208.90
480,IN3,19.00,0.00,29.96,0.00,51.42,49.95,4.57,13.33,17.84,13.82,7.22,6.29,0.10,8.99,2.31,15.40,161.07
483,IN3,22.15,92.33,44.85,0.00,36.68,16.32,20.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.89
484,IN3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,12.93,35.97,1.78,42.03,38.95,56.86,0.00,0.00
534,IN3,80.01,101.69,64.01,0.40,101.80,55.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.87,167.94
542,IN3,182.61,206.69,50.96,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,286.79
543,IN3,86.20,149.87,41.65,0.00,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,226.45
544,IN3,0.00,188.28,26.87,56.86,21.64,102.16,0.00,0.00,101.57,0.00,4.85,56.13,30.26,27.94,11.45,37.17,53.08
545,IN3,35.77,213.69,51.62,2.59,10.61,17.11,12.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.38,246.55
550,IN3,11.67,91.38,26.85,0.00,0.85,4.44,29.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.48
616,IN3,38.88,1.23,38.92,0.00,10.62,62.46,0.00,0.00,49.24,81.70,8.40,1.41,35.38,44.75,171.94,67.01,76.87
618,IN3,71.24,183.41,25.72,0.00,29.27,18.91,71.96,0.00,0.00,0.00,0.00,0.00,0.00,6.80,0.00,0.00,135.70
647,IN3,2.95,15.72,34.04,0.00,28.97,89.54,0.00,22.13,6.05,0.00,2.70,0.00,0.00,12.54,0.00,57.95,35.50
652,IN3,0.00,0.00,0.00,57.12,19.18,54.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.84,19.08
723,IN3,0.00,0.00,14.34,22.09,75.30,21.48,0.00,0.00,83.67,2.29,0.29,30.42,10.74,2.90,0.00,158.32,114.08
726,IN3,53.91,114.69,41.37,0.00,0.00,0.00,16.95,24.68,8.50,25.31,0.00,19.48,2.39,92.76,4.63,88.79,372.05
732,IN3,119.02,65.25,74.35,0.00,55.06,42.89,4.86,0.00,0.00,10.39,0.00,0.00,0.00,20.99,30.53,29.13,241.87
733,IN3,49.84,0.00,7.31,21.85,0.00,55.65,84.18,30.33,24.35,0.00,34.95,16.30,28.38,13.68,25.26,103.77,0.00
741,IN3,0.00,13.16,0.00,14.83,0.00,74.45,34.13,13.00,71.91,45.83,22.05,7.81,64.41,37.36,36.75,36.88,0.00
766,IN3,52.60,66.45,74.59,21.13,0.00,58.61,51.29,40.18,82.81,16.38,40.45,34.92,27.60,29.86,44.34,57.43,123.11
767,IN3,17.81,62.56,55.41,0.00,0.00,6.96,21.73,0.00,32.63,47.65,79.55,47.79,29.97,1.80,3.34,124.26,141.58
790,IN3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.27,2.52,12.09,47.57,2.28,21.86,0.00,0.00,0.00
791,IN3,3.46,0.00,2.28,0.00,23.60,80.28,73.46,56.80,22.25,17.86,63.82,0.40,12.72,60.33,5.15,142.83,0.00
792,IN3,6.97,0.00,0.00,0.00,0.00,4.21,19.15,3.37,34.11,0.77,64.32,28.43,25.00,23.81,257.56,75.28,0.00
793,IN3,20.27,0.00,0.00,0.00,1.46,21.94,0.00,0.00,44.71,42.58,40.60,43.36,20.08,29.82,12.09,9.93,178.16
796,IN3,34.12,72.94,62.13,0.00,0.00,20.76,61.63,23.64,23.36,17.42,41.38,10.91,10.47,71.58,19.44,78.64,143.33
797,IN3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.22,18.70,4.10,37.45,0.00,13.61,158.31,0.00,13.50
800,IN3,203.32,87.14,84.28,0.00,31.40,19.57,19.15,0.00,56.67,3.72,49.57,11.14,7.40,24.76,0.00,0.00,217.08
801,IN3,45.13,1.29,43.29,0.00,0.00,0.00,87.65,9.74,0.00,57.33,0.00,0.00,0.29,18.87,11.37,34.37,46.60
802,IN3,0.00,6.63,0.00,0.00,0.00,0.00,54.81,1.10,7.10,23.77,23.14,19.94,23.75,8.80,244.12,57.61,0.00
803,IN3,119.85,19.94,137.92,0.00,0.00,0.00,203.54,0.00,56.93,44.74,78.11,13.18,54.18,38.47,122.01,0.00,78.07
805,IN3,41.45,496.39,298.48,0.00,0.00,37.19,31.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.80
812,IN3,12.45,26.17,40.73,0.00,0.00,1.29,35.90,0.00,35.32,50.54,46.88,50.24,80.90,20.91,189.17,59.46,116.19
826,IN3,18.20,0.00,0.00,0.00,0.00,16.36,0.00,0.00,68.70,58.58,52.54,36.60,23.80,29.15,60.41,89.00,0.00
827,IN3,15.56,41.25,36.26,0.00,0.00,0.00,0.00,0.00,32.66,18.29,0.00,30.07,0.00,37.24,240.16,30.58,64.82
828,IN3,0.00,0.00,27.30,0.00,0.00,5.82,93.85,14.90,74.67,10.44,24.17,36.53,10.35,23.60,402.61,39.66,15.00
835,IN3,0.00,74.00,21.83,0.00,0.00,0.00,67.26,0.00,20.62,14.32,4.95,7.91,36.96,7.80,169.14,0.00,0.00
836,IN3,21.21,86.54,33.96,0.00,21.18,25.22,79.86,21.92,30.68,5.39,18.66,24.01,40.21,25.10,22.15,36.95,79.66
837,IN3,0.00,35.60,0.00,40.90,8.89,34.87,15.22,0.00,40.98,31.30,26.35,19.28,59.62,33.24,138.07,101.72,110.11
838,IN3,88.61,0.00,36.68,0.00,0.00,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.95,30.23
839,IN3,83.97,34.34,122.60,16.96,28.14,17.28,10.40,0.00,19.73,17.61,35.74,0.00,15.74,20.89,0.00,15.56,175.76
844,IN3,3.73,0.00,4.28,0.00,18.35,33.84,20.00,2.04,0.00,0.00,0.88,0.00,0.00,0.00,0.00,69.63,319.97
845,IN3,0.00,0.89,1.07,7.47,51.38,57.88,66.84,88.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.64,12.13
846,IN3,0.00,0.00,0.00,0.00,92.62,13.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191.69
850,IN3,0.00,0.00,0.00,0.00,10.90,88.22,0.00,29.73,0.00,3.09,42.74,31.16,0.27,0.00,0.00,445.65,0.00
855,IN3,0.00,0.00,0.00,6.88,15.99,176.69,80.59,139.36,1.57,25.87,90.50,15.18,32.11,32.66,12.41,152.00,0.00
856,IN3,0.00,0.00,17.90,24.56,0.00,112.34,17.10,152.61,54.36,10.76,26.29,13.85,27.99,16.80,9.00,109.20,0.00
857,IN3,59.97,119.84,110.83,11.65,12.43,33.06,16.24,0.00,4.65,36.55,3.89,9.52,13.58,1.07,0.00,34.59,186.92
860,IN3,0.70,11.41,137.55,0.00,158.04,5.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.55,228.25
870,IN3,20.97,14.70,24.74,0.00,71.87,89.02,96.26,97.80,18.72,0.00,5.80,0.00,11.95,0.00,0.00,48.39,69.73
871,IN3,26.05,9.47,145.67,0.00,84.35,67.84,4.75,36.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.02,251.26
878,IN3,38.54,83.92,270.55,0.00,40.19,67.52,0.00,16.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128.72
879,IN3,0.00,41.11,9.68,0.00,58.06,154.70,21.75,78.99,3.67,0.00,0.00,0.00,0.00,0.00,0.00,56.01,10.09
881,IN3,0.00,0.00,3.98,32.29,0.00,75.66,91.82,34.26,21.98,1.13,15.96,32.93,21.10,37.30,3.86,84.47,107.09
889,IN3,0.00,12.31,0.00,31.78,44.46,63.41,62.71,0.00,15.92,37.00,32.13,0.00,32.92,3.36,0.00,23.37,34.50
899,IN3,0.00,0.00,2.70,0.00,0.00,35.02,24.25,0.00,12.71,33.99,18.35,59.72,0.00,22.38,25.01,28.55,36.28
901,IN3,48.92,0.00,0.00,0.00,14.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.04,182.21
904,IN3,71.97,36.68,151.75,0.00,0.00,10.12,71.54,0.09,7.29,0.00,9.25,0.00,0.00,0.00,0.00,81.07,145.88
905,IN3,0.00,1.66,102.79,0.00,46.44,55.91,29.01,0.00,15.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.45
913,IN3,0.67,24.87,0.00,0.00,0.00,1.61,8.67,64.09,69.37,0.99,24.39,13.87,26.04,28.82,140.53,0.30,0.00
917,IN3,40.42,80.03,49.57,0.00,0.00,0.00,72.12,19.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.64
918,IN3,121.05,71.67,206.76,0.00,8.49,26.25,47.62,0.00,1.80,0.00,22.46,0.00,0.00,0.00,0.00,0.00,75.91
935,IN3,10.62,169.53,64.16,0.00,3.24,17.02,4.62,0.00,13.51,27.14,13.39,20.77,0.00,41.51,0.00,188.18,26.89
1042,IN3,0.00,5.44,0.00,0.00,0.00,0.00,10.86,1.08,4.76,0.00,0.00,0.00,0.00,17.51,16.65,10.97,4.96
1058,IN3,0.00,0.00,5.38,1.30,25.27,152.95,57.64,211.70,3.78,0.00,0.00,0.00,0.00,0.00,0.00,59.73,0.00
1060,IN3,22.18,0.00,0.00,95.47,3.18,247.47,105.37,264.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.21,66.28
1064,IN3,0.00,0.00,0.00,52.60,65.39,253.89,0.00,79.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,241.10,0.00
1068,IN3,0.00,31.68,27.68,4.49,4.66,89.38,57.64,101.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.85,0.00
1070,IN3,32.66,0.00,0.57,21.16,14.08,151.85,44.32,76.59,25.02,1.24,2.89,16.17,5.61,13.74,0.00,75.38,53.93
1072,IN3,0.00,2.22,39.44,15.41,0.00,71.49,73.84,3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.49,0.00
1081,IN3,6.80,65.49,66.42,15.03,14.33,61.31,13.18,4.32,34.43,6.90,17.83,38.15,35.33,0.00,10.53,66.47,51.51
1082,IN3,0.40,11.39,4.60,0.00,0.00,0.00,114.69,15.70,61.79,63.35,54.94,8.26,11.78,45.43,120.21,31.50,0.00
1088,IN3,60.51,10.21,4.20,0.00,52.22,39.65,38.37,10.93,30.65,12.39,0.00,0.00,17.04,50.07,6.32,146.05,60.52
1090,IN3,0.00,8.71,0.00,0.00,0.00,13.97,26.85,21.48,0.00,0.00,2.90,3.64,0.00,0.00,0.00,17.81,0.00
1102,IN3,0.00,0.00,2.40,3.60,0.00,25.04,22.14,46.22,2.67,0.00,51.56,0.00,0.00,2.79,0.00,14.56,0.00
1103,IN3,0.00,31.28,72.64,0.00,0.00,12.66,20.59,44.78,0.00,0.00,40.38,0.00,0.00,16.09,0.00,35.34,11.71
1108,IN3,142.84,13.78,24.20,0.00,31.45,71.35,16.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.63,125.25
1109,IN3,0.00,6.77,70.12,0.00,82.70,15.32,0.00,9.02,0.00,0.00,22.50,0.00,3.47,25.35,4.37,0.00,64.89
1112,IN3,16.72,0.00,53.24,0.00,31.00,29.18,55.13,0.82,3.35,2.96,0.00,2.29,24.32,55.66,2.24,11.98,24.01
1114,IN3,71.62,6.18,84.55,0.00,15.85,3.89,13.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.89,201.27
1117,IN3,40.09,34.90,78.77,0.00,0.00,0.00,26.29,6.54,0.00,0.00,0.00,0.00,0.00,9.54,0.58,0.00,13.29
1133,IN3,31.67,171.55,187.28,0.00,37.62,30.40,119.09,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1134,IN3,34.86,18.64,24.71,0.00,23.27,98.60,38.86,40.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.14,125.14
1137,IN3,0.00,0.00,0.00,0.00,0.00,0.00,22.64,0.00,25.36,30.03,40.29,86.39,27.83,53.54,73.76,6.97,0.00
1144,IN3,44.98,112.20,291.21,1.52,84.94,35.21,60.33,26.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.84,232.05
1171,IN3,12.55,0.00,113.64,0.00,6.68,0.00,29.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,217.20
1173,IN3,0.00,0.00,1.60,0.00,0.00,0.00,8.51,3.74,0.00,0.00,48.71,0.00,0.00,6.07,0.29,0.00,10.57
1174,IN3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.85,0.00,53.03,4.67,16.29,3.98,12.50,7.81,0.00
1176,IN3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.18,0.00,0.00,0.00,0.00,0.00,0.00
1177,IN3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.54,1.89,26.42,13.22,13.79,6.67,107.48,0.00,0.00
1181,IN3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.18,14.02,16.85,40.59,8.83,27.96,407.53,0.00,0.00
1182,IN3,8.76,0.00,0.00,0.00,0.00,38.09,41.51,26.33,19.27,27.05,8.17,31.31,5.90,3.80,7.16,43.18,9.36
1185,IN3,8.51,0.00,3.00,7.35,18.71,79.91,0.00,0.00,160.63,2.49,43.80,34.36,11.33,18.98,17.92,170.61,58.18
1189,IN3,6.18,87.21,121.34,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,233.96
1192,IN3,3.45,0.00,0.00,0.00,0.00,9.07,0.00,0.00,33.87,1.28,149.61,0.00,5.84,20.31,0.00,0.00,0.00
1193,IN3,0.00,14.80,0.00,56.60,9.68,220.91,14.61,10.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.73,0.00
1194,IN3,235.70,58.49,69.63,0.00,0.00,15.55,2.50,0.00,0.00,0.00,0.00,0.00,0.00,26.91,4.86,47.83,178.05
1221,IN3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1229,IN3,0.00,11.83,0.00,0.00,0.00,0.00,15.75,0.00,0.00,0.00,41.86,0.00,0.00,0.00,0.00,0.00,0.00
1235,IN3,0.00,0.00,0.88,4.24,0.00,22.96,94.12,11.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1238,IN3,52.34,0.00,10.51,0.00,35.42,57.56,24.55,34.31,0.00,10.85,58.74,12.34,0.00,4.10,0.00,29.77,1.48
1246,IN3,0.00,16.40,52.27,10.80,15.14,184.07,102.40,279.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.55,0.00
1275,IN3,2.17,5.46,170.32,10.75,36.66,86.93,45.78,55.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.34,21.98
1281,IN3,0.00,0.00,0.00,0.00,0.00,23.94,46.24,107.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1282,IN3,61.36,52.76,241.47,0.00,52.74,51.50,54.22,45.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.15,98.11
1107,UPN,11.35,22.39,211.17,5.79,176.13,111.02,10.31,30.27,0.98,0.00,0.00,0.00,0.00,0.00,0.00,35.57,101.60
558,UPN,43.64,39.94,87.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111.94
1091,UPN,91.82,62.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,244.29
1240,UPN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.93,0.00,0.00,0.00,0.00,0.00,0.00
1040,LOC,0.00,177.08,261.02,0.00,13.38,106.37,205.01,37.41,17.70,0.00,51.55,0.00,0.00,0.00,0.00,160.75,1.36
149,LOC,545.20,258.58,350.45,0.00,1.49,0.00,0.00,0.00,0.00,31.93,56.45,4.43,18.39,66.65,159.80,0.00,724.60
97,Other,0.00,0.00,33.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.87,0.00,0.00
127,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.26,0.00,0.00
130,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00
273,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,0.00,0.00,0.00,17.43,0.00,0.00,0.00
433,Other,9.95,11.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
443,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.94,23.52,4.91,0.00,2.83,0.00,0.00,0.00
521,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.32
548,Other,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
648,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
799,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.78,0.00,0.00,0.00
804,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
807,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.84,0.00
832,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1046,Other,0.00,0.00,0.00,0.00,0.00,29.25,0.00,68.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1135,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1149,Other,0.00,0.00,0.00,2.08,0.00,124.71,0.00,72.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1157,Other,0.00,0.00,10.87,0.00,0.00,0.00,59.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1191,Other,0.00,0.00,0.00,0.00,0.00,0.00,40.44,43.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
